id,name,kana,url,description,phone,address,hours,closed,fee,access,parking,website
"10177","石仏十三体 いしぼとけじゅうさんたい","","https://www.kagoshima-yokanavi.jp/spot/10177","","","〒892-0853 鹿児島県鹿児島市城山町","","","","カゴシマシティビュー「西郷洞窟前」下車徒歩約3分","","https://ltd-css.jp/"
"10044","鹿児島市桜島海づり公園 かごしましさくらじまうみづりこうえん","","https://www.kagoshima-yokanavi.jp/spot/10044","","099-293-3937","〒891-1419 鹿児島県鹿児島市桜島横山町1722-3","4月～9月：6:00～19:00 10月：6:00～18:00 11月～3月：7:00～17:00","無休","（入園料） 大人 150円、 小人 70円 （釣り料 ～4時間まで） 大人 300円、 小人 150円 （釣り料 1時間を超えるごと） 大人 70円、 小人 30円 ※釣り竿の貸出（有料）あり。","桜島港桜島フェリーターミナルから徒歩約10分","最寄りに公共駐車場有り（無料）","https://kagoshima-barrierfree.com/barrier-furee/%e6%a1%9c%e5%b3%b6%e6%b5%b7%e3%81%a5%e3%82%8a%e5%85%ac%e5%9c%92/"
"10172","大久保利通誕生地 おおくぼとしみちたんじょうち","","https://www.kagoshima-yokanavi.jp/spot/10172","","","〒890-0051 鹿児島県鹿児島市高麗町","","","","・鹿児島中央駅から徒歩約10分 ・カゴシマシティビュー「維新ふるさと館（観光交流センター）」下車徒歩約3分","","https://ltd-css.jp/"
"10176","島津久光公像 しまづひさみつこうぞう","","https://www.kagoshima-yokanavi.jp/spot/10176","","","〒892-0841 鹿児島県鹿児島市照国町","","","","・市電「天文館」から徒歩約5分 ・カゴシマシティビュー「西郷銅像前」下車徒歩約3分","","https://ltd-css.jp/"
"10062","児玉美術館 こだまびじゅつかん","","https://www.kagoshima-yokanavi.jp/spot/10062","","099-262-0050","〒891-0144 鹿児島県鹿児島市下福元町8251-1","10:00～16:00","月曜日（祝日の場合は翌日）、12月11日～1月3日（館内整理のため）","大人500円 高校・大学生300円 小・中学生200円","鹿児島中央駅から車で指宿スカイライン経由約35分","普通車あり バスあり","https://www.kodama-art-museum.or.jp/"
"10106","樺山資紀 かばやま すけのり","","https://www.kagoshima-yokanavi.jp/spot/10106","","","","","","","","","https://ltd-css.jp/"
"10104","大山巌 おおやま いわお","","https://www.kagoshima-yokanavi.jp/spot/10104","","","","","","","","","https://ltd-css.jp/"
"10061","三宅美術館 みやけびじゅつかん","","https://www.kagoshima-yokanavi.jp/spot/10061","","099-266-0066","〒891-0141 鹿児島県鹿児島市谷山中央1丁目61-30","10:00～16:30","水曜日、年末年始 ※資料整理・企画展準備等のため臨時休館する場合がございます","一般500円、障害者手帳所持者100円、高校生以下無料","・鹿児島中央駅からJRで約15分「谷山駅」下車徒歩約6分 ・鹿児島中央駅から市電で約20分「谷山駅」下車徒歩約15分","普通車あり バスなし","http://www.miyake-art.com/"
"10171","五代友厚像 ごだいともあつぞう","","https://www.kagoshima-yokanavi.jp/spot/10171","","","〒892-0822 鹿児島県鹿児島市泉町","","","","・市電「朝日通」から徒歩約2分 ・カゴシマシティビュー「金生町」下車徒歩約2分","","https://ltd-css.jp/"
"10174","石燈籠 いしどうろう（いづろ）","","https://www.kagoshima-yokanavi.jp/spot/10174","","","〒892-0828 鹿児島県鹿児島市金生町","","","","市電「いづろ通」から徒歩約1分","","https://ltd-css.jp/"
"10122","丹下梅子 たんげ うめこ","","https://www.kagoshima-yokanavi.jp/spot/10122","","","","","","","","","https://ltd-css.jp/"
"10179","西南の役官軍戦没者慰霊塔 せいなんのえきかんぐんせんぼつしゃいれいとう","","https://www.kagoshima-yokanavi.jp/spot/10179","","","〒892-0803 鹿児島県鹿児島市祇園之洲町","","","","鹿児島中央駅から車で約20分","","https://ltd-css.jp/"
"10063","陽山美術館 (※現在休館中) ようざんびじゅつかん","","https://www.kagoshima-yokanavi.jp/spot/10063","","099-239-5555","〒892-0816 鹿児島県鹿児島市山下町8-3 美術館ビル5F","10:00～16:00（入館は15:30まで）","不定期","大人500円 高校・大学生400円 小・中学生300円","・カゴシマシティビュー「西郷銅像前」下車徒歩約3分 ・市電「市役所前」から徒歩約5分","普通車あり バスあり","http://www.musee-yozan.or.jp/"
"10116","島津忠義 しまづ ただよし","","https://www.kagoshima-yokanavi.jp/spot/10116","","","","","","","","","https://ltd-css.jp/"
"10056","藤野アコウ群 ふじのあこうぐん","","https://www.kagoshima-yokanavi.jp/spot/10056","","","〒891-1415 鹿児島県鹿児島市桜島藤野町","","","","・桜島港桜島フェリーターミナルから車で約8分 ・桜島港桜島フェリーターミナルから自転車約25分","","https://ltd-css.jp/"
"10140","吉井友実 よしい ともざね","","https://www.kagoshima-yokanavi.jp/spot/10140","","","","","","","","","https://ltd-css.jp/"
"10161","松方正義之像 まつかたまさよしのぞう","","https://www.kagoshima-yokanavi.jp/spot/10161","","","〒890-0056 鹿児島県鹿児島市下荒田1","","","","・市電「二中通」から徒歩約3分 ・鹿児島中央駅から車で約8分","","https://ltd-css.jp/"
"10109","黒木為楨 くろき ためもと","","https://www.kagoshima-yokanavi.jp/spot/10109","","","","","","","","","https://ltd-css.jp/"
"10059","歴史ロード“維新ドラマの道” れきしろーど”いしんどらまのみち“","","https://www.kagoshima-yokanavi.jp/spot/10059","","","〒892-0846 鹿児島県鹿児島市加治屋町21","","","無料","・カゴシマシティビュー「維新ふるさと館（観光交流センター）」下車徒歩3分 ・鹿児島中央駅から徒歩約10分","","https://ltd-css.jp/"
"10102","井上良馨 いのうえ よしか","","https://www.kagoshima-yokanavi.jp/spot/10102","","","","","","","","","https://ltd-css.jp/"
"10086","八重の棚田 やえのたなだ","","https://www.kagoshima-yokanavi.jp/spot/10086","","","〒891-1105 鹿児島県鹿児島市郡山町","","","","鹿児島中央駅から車で約40分","普通車あり バスあり","http://kagoshima-tanada.com/cust-tanada/305/"
"10120","高島鞆之助 たかしま とものすけ","","https://www.kagoshima-yokanavi.jp/spot/10120","","","","","","","","","https://ltd-css.jp/"
"10129","山本英輔 やまもと えいすけ","","https://www.kagoshima-yokanavi.jp/spot/10129","","","","","","","","","https://ltd-css.jp/"
"10114","篠原国幹 しのはら くにもと","","https://www.kagoshima-yokanavi.jp/spot/10114","","","","","","","","","https://ltd-css.jp/"
"10139","黒田清輝 くろだ せいき","","https://www.kagoshima-yokanavi.jp/spot/10139","","","","","","","","","https://ltd-css.jp/"
"20340","鹿児島ガーデンゴルフ倶楽部 かごしまがーでんごるふくらぶ","","https://www.kagoshima-yokanavi.jp/spot/20340","南国の陽光が降り注ぐ松元の丘陵地に広がる18ホール（Par72・6,723ヤード）のゴルフコース。桜島や霧島の絶景を背に、緩やかな起伏と池・クリーク、自然石を取り入れた巧みな造形が随所に見られ、戦略性と美しさが共存しています。アクセスも良好で、初心者からベテランまで、誰でも楽しめる調和のステージです。 デジタルパンフレットはこちら（日・英・韓・繁の4ヵ国語対応）","099-278-5200","〒899-2705 鹿児島県鹿児島市直木町6000","開場時間：通常・夏季・冬季：午前 7:00〜 レストラン営業：10:00〜15:00（L.O.14:30）","","","車： 九州自動車道/松元ICより13km 空港方面からは鹿児島ICを経由、松元ICを降りて右折。 ファミリーマートを右折して県道24号線（伊集院松元線）を松元町方面へ向う。途中協和モータースの所を左折。約1.5km走行し春山交差点を直進。広域農道に入って約3km走行、クラブ標識に従い信号を左折。 電車： JR鹿児島本線・薩摩松元駅下車 タクシー： 松元駅から約10分 1,600円程 ※目安料金となります。 飛行機： 鹿児島空港より車で約50分 ※高速道路を利用した場合","","https://my.ebook5.net/ACCORDIA-GOLF/"
"10137","川村純義 かわむら すみよし","","https://www.kagoshima-yokanavi.jp/spot/10137","","","","","","","","","https://ltd-css.jp/"
"10124","中原猶介 なかはら ゆうすけ","","https://www.kagoshima-yokanavi.jp/spot/10124","","","","","","","","","https://ltd-css.jp/"
"10107","川上操六 かわかみ そうろく","","https://www.kagoshima-yokanavi.jp/spot/10107","","","","","","","","","https://ltd-css.jp/"
"10145","寺山炭窯跡 てらやますみがまあと","","https://www.kagoshima-yokanavi.jp/spot/10145","","099-227-1940","〒892-0871 鹿児島県鹿児島市吉野町10710-68","","","","鹿児島中央駅から車で約30分","","https://ltd-css.jp/"
"20043","俳句・川柳・短歌ポスト はいく・せんりゅう・たんかぽすと","","https://www.kagoshima-yokanavi.jp/spot/20043","※俳句・川柳・短歌の投稿につきましては、令和６年度をもって終了いたしました。長らくご愛顧いただき誠にありがとうございました。 鹿児島を訪れた記念に俳句・川柳・短歌をしたためてみませんか？ 投稿作品は鹿児島市公式観光サイト「かごしま市観光ナビ」に掲載いたします。 旅先の思い出をより深いものにして下さい。 ・令和6年度3月の投稿作品 ・【過去作品】令和6年度 俳句・川柳・短歌ポスト」投稿作品紹介","","","","","","","","https://ltd-css.jp/"
"10095","桜島イベント広場ゾーン（桜島赤水採石場跡地） さくらじまいべんとひろばぞーん（さくらじまあかみずさいせきじょうあとち）","","https://www.kagoshima-yokanavi.jp/spot/10095","","099-216-1510","〒891-1420 鹿児島県鹿児島市桜島赤水町3629-3","","","","・サクラジマアイランドビュー「赤水展望広場」」下車 ・桜島港桜島フェリーターミナルから徒歩約30分","","https://ltd-css.jp/"
"10164","薩摩義士の墓 さつまぎしのはか","","https://www.kagoshima-yokanavi.jp/spot/10164","","","〒892-0847 鹿児島県鹿児島市西千石町","","","","市電「加治屋町」から徒歩約6分","","https://ltd-css.jp/"
"10162","西郷南洲翁宅地跡 さいごうなんしゅうおうたくちあと","","https://www.kagoshima-yokanavi.jp/spot/10162","","","〒890-0053 鹿児島県鹿児島市中央町","","","","鹿児島中央駅から徒歩約3分","","https://ltd-css.jp/"
"10141","ウィリアム・ウィリス うぃりあむ・うぃりす","","https://www.kagoshima-yokanavi.jp/spot/10141","","","","","","","","","https://ltd-css.jp/"
"10105","加納久宜 かのう ひさよし","","https://www.kagoshima-yokanavi.jp/spot/10105","","","","","","","","","https://ltd-css.jp/"
"10119","関勇助 せき ゆうすけ","","https://www.kagoshima-yokanavi.jp/spot/10119","","","","","","","","","https://ltd-css.jp/"
"10121","田代安定 たしろ あんてい・やすさだ","","https://www.kagoshima-yokanavi.jp/spot/10121","","","","","","","","","https://ltd-css.jp/"
"10115","島津重豪 しまづ しげひで","","https://www.kagoshima-yokanavi.jp/spot/10115","","","","","","","","","https://ltd-css.jp/"
"10132","伊東祐亨 いとう すけゆき","","https://www.kagoshima-yokanavi.jp/spot/10132","","","","","","","","","https://ltd-css.jp/"
"10142","高木兼寛 たかぎ かねひろ","","https://www.kagoshima-yokanavi.jp/spot/10142","","","","","","","","","https://ltd-css.jp/"
