id,name,category,area,url,description,phone,address,hours,closed,fee,access,parking,website
"30727","指宿海上ホテル （イブスキカイジョウホテル） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/30727/","","0993-22-2221","〒891-0403 鹿児島県指宿市十二町3750","","","","JR指宿駅から車で約5分。","有","http://kaijyohotel.co.jp/"
"30955","手塚ryokan （テツカリョカン） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/30955/","","0996-55-9311","〒895-1817 鹿児島県薩摩郡さつま町湯田","［立寄り湯］ 平日 11：30～20：00 土日・祝前日 11：30～14：00 ※詳しくは公式サイトをご覧ください","","［立寄り湯］ 大人700円 子供500円","［車］ ・鹿児島空港より約45分","有","http://www.tetsuka.jp/"
"52786","西南戦争の銃弾跡 （せいなんせんそうのじゅうだんあと） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/52786/","","","〒892-0853 鹿児島県鹿児島市城山町","","","","・カゴシマシティビュー「薩摩義士碑前」下車 ・市電「市役所前」から徒歩約10分","","https://www.kagoshima-yokanavi.jp/article/meijiishin"
"51688","於斉のガジュマル （オサイノガジュマル） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/51688/","","0997-72-1199（奄美せとうち観光協会）","鹿児島県奄美郡瀬戸内町於斉","","","","［車］ ・瀬相港から約10分 ・生間港から約20分","お問い合わせください","https://www.setouchi-welcome.com/spotinfo/%E6%96%BC%E6%96%89%E3%81%AE%E3%82%AC%E3%82%B8%E3%83%A5%E3%83%9E%E3%83%AB"
"10249","水中観光船「マリンビューワーせと」 （スイチュウカンコウセン「マリンビューワーセト」） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10249/","","0997-72-1326","鹿児島県大島郡瀬戸内町古仁屋大湊","8:30～17:30 1日7便 ※気象・海象状況により欠航、または出港時間を変更する場合がありますので、お出かけ前にお電話でご確認下さい ※各便とも定員に達し次第受付終了となりますので、お電話でのご予約をお勧めしています","年中無休","大人：2,500円 小人（小学生）：1,250円","［車］ ・奄美空港から約1時間50分 ・名瀬港から約1時間10分 ・マングローブパークより約40分","※｢海の駅｣には、2時間まで無料のコインパーキングがあります","https://amamiseto.jp/"
"10101","丸尾自然探勝路 （マルオシゼンタンショウロ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10101/","","0995-45-5111（霧島市観光PR課）","鹿児島県霧島市牧園町高千穂","","","無料","［車」 ・JR肥薩線・霧島温泉駅から約20分 ・九州自動車道・横川ICから約35分 ［バス］ ・鹿児島空港からいわさきバス霧島いわさきホテル行きで約40分、「硫黄谷」下車徒歩約10分","有","https://www.city-kirishima.jp/kirikan/kanko/shizen/yuhodo.html"
"10421","川内原子力発電所展示館 （センダイゲンシリョクハツデンショテンジカン） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10421/","","0996-27-3506","鹿児島県薩摩川内市久見崎町字小平1758-１","9：00～17：00","12/29～1/1","入館料無料","［車］ ・ＪＲ鹿児島本線「川内駅」から約25分 ［バス］ ・コミュニティーバス高江・土川線「展示館前」下車、約40分","有","http://www.kyuden.co.jp/life_pavilion_sendai_index.html"
"10276","犬の門蓋 （インノジョウフタ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10276/","","0997-85-5382（天城町商工水産観光課）","鹿児島県大島郡天城町兼久","","","","［徒歩］ ・平土野港から約35分 ［車］ ・徳之島子宝空港から約10分","有","http://www.tokunoshima-kanko.com/tourist_spot/innojoufuta/"
"10510","旧鹿児島紡績所技師館（異人館） （きゅうかごしまぼうせきじょぎしかん（いじんかん）） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10510/","","099-247-3401","〒892-0871 鹿児島県鹿児島市吉野町9685-15","9:00～17:00","無休","【市民料金】 （一般）個人：300円 （小中学生）個人：150円 (注)市民料金で利用するためには運転免許証やマイナンバーカード、生徒手帳などの掲示で、鹿児島市民であることの証明が必要です。 【市外料金】 （一般）個人：400円 （小中学生）個人：200円","・JR仙巌園駅から徒歩3分 ・鹿児島中央駅からカゴシマシティビューで約50分「仙巌園前」下車徒歩約2分 ・JR鹿児島中央駅から車で約30分 ・JR鹿児島駅から車で約15分","普通車あり バスなし","http://www.city.kagoshima.lg.jp/kyoiku/kanri/bunkazai/shisetsu/kanko/048.html"
"53117","OCEAN RESORT えぐち家 （オーシャンリゾート エグチヤ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/53117/","","099-295-0130（※月・火・水曜は休館日のため留守電話対応となります）","鹿児島県日置市東市来町湯田731","","","","鹿児島中央駅から車で約45分","約50台","http://eguchiya.jp/"
"30026","白木川内温泉 旭屋旅館 （シラキガワチオンセン アサヒヤリョカン） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/30026/","","0996-68-2812","鹿児島県出水市上大川内5001","［温泉］6：00～21：00","年中無休","［入浴料金］ 大人：150円 中・高校生：100円 3歳～小学生：50円","［車］ ・ＪＲ出水駅より約30分","有","https://www.izumi-navi.jp/spots/post-971/"
"11084","住吉池公園キャンプ村 （スミヨシイケコウエンキャンプムラ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/11084/","","0995-66-3145（姶良市企画部商工観光課観光係）","鹿児島県姶良市蒲生町上久徳890-1","チェックイン：15：00〜18：00 チェックアウト：8：00～10：00","","※施設料金など、詳細は公式サイトをご覧ください","［車］ ・鹿児島市から約40分 ・鹿児島空港から約30分 ・九州自動車道「姶良ＩＣ」から約20分","有","https://www.city.aira.lg.jp/shokan/gyosei/shisetsu/kanko/sumiyoshiikecamp.html"
"13182","江口浜海浜公園 （エグチハマカイヒンコウエン） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/13182/","","099-248-9409（日置市商工観光課観光戦略係）","鹿児島県日置市東市来町伊作田","海水浴場・10：00～17：00 （江口浜海浜公園の駐車場の開園時間は9：00～18：00）","開園期間中は、原則として無休 ※ただし、天候や感染症拡大の影響等により臨時に休園する場合があります","無料","［車］ ・ＪＲ東市来駅から約5分","有","https://www.city.hioki.kagoshima.jp/kanko/kankou/asobu/outdoor/fukiagehamakaihinkouen.html"
"30081","霧島隠れ家の宿 優湯庵・霧島美人の湯 You湯 （きりしまかくれがのやど ゆうゆあん・きりしまびじんのゆ ゆうゆ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/30081/","","0995-42-0550","鹿児島県霧島市隼人町姫城1-177","","","公式サイトをご覧ください","鹿児島空港12キロ（タクシー15分）","60台","https://www.you-yu.com"
"51478","指宿駅前足湯 （イブスキエキマエアシユ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/51478/","","0993-22-2111（指宿市 都市・海岸整備課）","鹿児島県指宿市湊1丁目１－１","8：00頃～ＪＲ最終便着時刻前後","","無料","","",""
"70260","慈眼寺そうめん流し （じげんじそうめんながし） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/70260/","","099-268-2504","〒891-0144 鹿児島県鹿児島市下福元町3785-1","3月中旬～10月末 10:00〜18:00 (＊10月は 〜 17:00) 17:30 ラストオーダー(＊10月は 16:30)","毎月第2・第4水曜日 (夏休み期間中は除く)","","鹿児島中央駅からJRで約20分、慈眼寺駅下車徒歩約10分","あり","https://jigenji-soumen.jp/"
"70123","すすむ屋茶店 鹿児島 （すすむやちゃてん かごしま） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/70123/","","099-251-4141","〒890-0052 鹿児島県鹿児島市上之園町27-13","茶葉 10:00～18:00 喫茶 10:00～17:45","","","・鹿児島中央駅から徒歩約8分 ・市電「都通」から徒歩約1分","","https://susumuya.com/"
"51973","川内とれたて市場 （センダイトレタテイチバ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/51973/","","0996-41-3100（川内とれたて市場）","鹿児島県薩摩川内市港町京泊6131番地23（川内港高速船ターミナル隣）","・直売所 4月～9月 10：00～18：00 10月～3月 10：00～17：00 ・食 堂 周年 11：00～15：00","・毎月第2・第4火曜日 （当日が祝日の場合は前後の曜日に変更） ・年末年始 （12月31日～1月3日）","無料","［車］ ・川内市街地から約20分 ・鹿児島市から（高速：薩摩川内水引IC利用で）約60分 ・いちき串木野市から（高速：薩摩川内水引IC利用で）約25分 ・阿久根市から約20分 ・出水市から約40分、 ・さつま町から約45分 ・姶良市から約65分 ・霧島市（国分）から約80分 ・伊佐市から約90分 ・鹿児島空港から約85分 ・薩摩川内水引ICから約4分 ［バス（路線バス）］ ・平日 7便（7往復） ・土日祝 5便（5往復） ※川内駅から川内港ターミナル前は約25分。 ※運賃：片道大人150円（子ども・障害者80円）","普通車100台以上、バスも20台以上可 ※駐車場無料","https://www.sendai-toretate-ichiba.com/"
"70321","古里温泉郷 （ふるさとおんせんきょう） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/70321/","","","〒891-1544 鹿児島県鹿児島市古里町1078-64","","","","・桜島港桜島フェリーターミナルから車で約15分 ・桜島港桜島フェリーターミナルから自転車で約60分","","https://www.kagoshima-yokanavi.jp/accommodation/10201"
"52447","垂水海潟温泉 江洋館 （タルミズカイカタオンセン コウヨウカン） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/52447/","","0994-32-0505","鹿児島県垂水市海潟543","7：00～21：30","不定休","［入浴］ 大人（中学生以上）350円、小学生150円、未就学児100円 ※貸切湯・家族湯［要予約］入浴料上記と異なります","［車］ ・鹿児島空港から約1時間15分（高速道路経由） ・鹿児島市内から約55分（桜島フェリー経由） ・鹿児島市内から約1時間20分（垂水フェリー経由） ・志布志港から約1時間17分（県道523号線）","有","http://www.koyokan.net/"
"10369","ＪＡＸＡ宇宙科学資料館（ＪＡＸＡ内之浦宇宙空間観測所内） （じゃくさうちゅうかがくしりょうかん） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10369/","","050-3362-3111（内之浦宇宙空間観測所）","鹿児島県肝属郡肝付町南方1859","8:30～16:30","無休","無料","鹿屋バスセンターから内之浦行バス80分、終点下車、車で６分","10台","http://fanfun.jaxa.jp/visit/uchinoura/index.html"
"70209","出水田鮮魚 （いずみだせんぎょ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/70209/","","0994-42-3510（出水田鮮魚）","鹿児島県鹿屋市新川町830","11：00～18：00 （市場見学11：30～、捌き体験13：00～）","水曜・日曜・祝日","・市場見学 1,000円 ・魚捌き体験 2,000円※魚代は別途（1,000～2,000円程度） ※昼食付：1,500円～（6名から受付・応相談） 昼食にROOTFOODの熟成カンパチ付+500円（6名から受付・応相談）","［車］ ・鹿児島空港から約80分 ・JR鹿児島中央駅から約100分 ・鹿屋市役所から約5分","有","https://www.izumidasengyo.com/"
"11996","示現流兵法所史料館 （じげんりゅうひょうほうしょしりょうかん） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/11996/","","","〒892-0842 鹿児島県鹿児島市東千石町2-2","10:00～17:00（入館は16:30まで）","火曜日～木曜日（火曜日～木曜日が祝日の場合は開館、翌日が休館日） 12月28日～1月3日","大人500円 小・中・高校生300円","市電「市役所前」から徒歩約5分 市電「天文館通」から徒歩約2分","あり","http://www.jigen-ryu.com/"
"70368","蒲生麓 （かもうふもと） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/70368/","","0995-66-3145（姶良市商工観光課）","〒899-5302 鹿児島県姶良市蒲生町上久徳","","","","[車] ・鹿児島空港より約20分 ・鹿児島中央駅より約35分 ・九州自動車道姶良ICより約10分","あり(蒲生観光交流センター)",""
"52836","なぎさ公園あいら （ナギサコウエンアイラ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/52836/","","","鹿児島県姶良市脇元1499（重富漁港横）","","","","・ＪＲ「重富駅」下車徒歩約10分 ・「重富駅」バス停下車徒歩約５分","有",""
"52825","須々原展望台（指宿スカイライン） （ススハラテンボウダイ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/52825/","","099-213-0231（鹿児島県道路公社 指宿有料道路（指宿スカイライン））","鹿児島県鹿児島市平川町字須々原","","","","","なし","http://www.kagoshimaken-dourokousha.or.jp/"
"52231","マルヤガーデンズ （まるやがーでんず） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/52231/","","099-813-8108","〒892-0826 鹿児島県鹿児島市呉服町6-5","10:00～20:00 備考／店舗による","不定休","","市電「いづろ通」から徒歩約1分","あり","https://www.maruya-gardens.com/"
"13203","タラソおきのえらぶ （たらそおきのえらぶ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/13203/","","0997-92-3002","鹿児島県大島郡和泊町和泊135","10：00～22：00","第2・第4日曜日","大人 1,000円 小人 500円","［飛行機・車］ ・鹿児島空港からJACで沖永良部空港まで約1時間15分 ・沖永良部空港から車で約15分 ［フェリー・車］ ・鹿児島新港からフェリーで和泊港まで約18時間 ・和泊港から車で約5分","","https://okinoerabujima.info/activity/1005"
"10371","やぶさめの里公園・高山温泉ドーム （やぶさめのさとこうえん・こうやまおんせんどーむ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10371/","","0994-31-5711","鹿児島県肝属郡肝付町新富5590-35","","","","","","https://kankou-kimotsuki.net/archives/introduce/koyama-onsen-dome"
"53488","寺島宗則記念館 （テラシマムネノリキネンカン） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/53488/","","0996-73-1114（阿久根市商工観光課）","鹿児島県阿久根市脇本8978-1","10：00～17：00","・毎週火曜日（火曜日が祝日の場合は翌平日） ・12月29日～1月3日","無料","［車］ ・肥薩おれんじ鉄道折口駅から約10分 ［バス］ ・肥薩おれんじ鉄道折口駅下車、長島方面行バスで塘町下車","有","http://go-akune.jp/spots/detail/414"
"10479","観光船かのこ （カンコウセンカノコ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10479/","","09969-2-1150（甑幸葉海業）","鹿児島県薩摩川内市上甑町中甑481-1","","営業期間外、海がしけの時","【事前予約必須】 ※公式サイトをご覧ください","","有","https://satsumasendai.gr.jp/spotlist/1671/"
"10076","溝辺ふれあい温泉センター （ミゾベフレアイオンセンセンター） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10076/","","0995-59-3649","鹿児島県霧島市溝辺町有川808","7：00～21：00 （12/29～31、1/2～3 9：00～18：00）","火曜日、1月1日","","［車］ ・鹿児島空港より約15分 ・九州自動車道・溝辺鹿児島空港ＩＣより約15分","有","https://www.city-kirishima.jp/hoken-seisaku/kosodate/shisetsu/fukushi/mizobefureai.html"
"53749","うましき里きららの楽校 （ウマシキサトキララノガッコウ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/53749/","","0996-53-4760（うましき里きららの楽校）","鹿児島県薩摩郡さつま町白男川1501-1(旧白男川小学校)","【受付時間】9：00～18:00 【営業時間】9：00～21:00（通常は18時に閉館） 【でんでんカフェ】11:00～13:30","・毎週火曜日 ・12月28日～翌年1月5日まで(宿泊のみ可)","・宿泊 和室：1室1泊※￥19,800～ 洋室：1人1泊￥3,500～ ※人数によって加算する場合がございます。 ※利用料金詳細につきましては、公式サイトにてご確認下さい。","◆さつま町までのアクセス◆ ［車］ ・JR鹿児島中央駅から約75分 ・JR出水駅、JR川内駅から約35分 ・鹿児島空港から約40分 ◆さつま町中心部から「きららの楽校」へのアクセス◆ ［車］ ・さつま町中心部から約10分","・きららの楽校：15台～ ※イベント内容により異なります。 ・きらら温泉：50台（「きららの楽校」から徒歩5分）","https://kiraranogakko.jp"
"10115","温泉センター「神乃湯」 （オンセンセンター「カミノユ」） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10115/","","0995-57-3901","鹿児島県霧島市霧島田口501","10：00～21：00","月曜日（祝日の場合は、その後最初の平日） 12/31、1/1","","［車］ ・九州自動車道・溝辺鹿児島空港ＩＣから約30分 ［バス］ ・ＪＲ日豊本線「霧島神宮駅」から、鹿児島交通バス「霧島いわさきホテル行」で約3分、「神之湯」バス停下車後すぐ","有","https://www.city-kirishima.jp/hoken-seisaku/kosodate/shisetsu/fukushi/kaminoyu.html"
"70279","鹿児島市桜島海づり公園 （かごしましさくらじまうみづりこうえん） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/70279/","","099-293-3937（桜島海づり公園管理事務所）","〒891-1419 鹿児島県鹿児島市桜島横山町1722-3","4月～9月：6:00～19:00 10月：6:00～18:00 11月～3月：7:00～17:00","無休","（入園料） 大人 150円、 小人 70円 （釣り料 ～4時間まで） 大人 300円、 小人 150円 （釣り料 1時間を超えるごと） 大人 70円、 小人 30円 ※釣り竿の貸出（有料）あり。","桜島港桜島フェリーターミナルから徒歩約10分","最寄りに公共駐車場有り（無料）","https://www.kagoshima-yokanavi.jp/article/sakurajima"
"10696","レジャーセンターかいもん （れじゃーせんたーかいもん） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10696/","","0993-32-5584","鹿児島県指宿市開聞川尻5401番地6","10：00～20：00（受付終了19：30）","水曜日（祝日の場合は翌日）","［入浴料金］大人(中学生以上)440円、 小人（3歳以上）220円 ［全館使用］大人(中学生以上)730円、 小人（3歳以上）360円 ※全館使用=温泉プール/サウナ/ジャグジーなど ※詳細は公式サイトにてご確認ください","［車］ ・ＪＲ山川駅から約16分","有","http://www.ibusuki.or.jp/spa/public/leisure/"
"11032","グラスボート（民宿 えびす屋グループ） （グラスボート） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/11032/","","080-5277-4069","〒899-1301 鹿児島県出水郡長島町蔵之元3720-7","8:30～21:00","荒天時休み","大人1,800円 12歳以下900円","長島町蔵之元港フェリー乗場横 [バス] 出水駅より直通シャトルバス蔵之元行約65分 [車] 国道3号線長島入口看板より約35分（国道389号）","あり","https://ebisuya-group.com/"
"13165","鹿児島空港天然温泉足湯「おやっとさぁ」 （カゴシマクウコウテンネンオンセンアシユ「オヤットサァ」） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/13165/","","","鹿児島県霧島市溝辺町麓822（鹿児島空港 国内線ターミナルビル1階前面通路 3番出入口横）","9：00～19：30 ※季節によって変動があります。","無休","無料 （タオル販売300円）","","鹿児島空港駐車場利用","https://www.koj-ab.co.jp/relax-and-enjoy/oyattosa.html"
"70078","稲音館 （とうおんかん） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/70078/","","099-243-6277","鹿児島県鹿児島市下田町1879","10：00～17：00","月曜日、第2・第4日曜日（臨時休館あり）","","","有","http://tohonkan2.chesuto.jp/"
"52839","惣陣が丘展望所 （ソウジンガオカテンボウショ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/52839/","","0995-45-5111（霧島市観光PR課）","鹿児島県霧島市福山町福山","「フクヤマ」の文字のイルミネーション点灯（期間限定）","","","［車］ ・東九州自動車道「国分ＩＣ」から約15分 ［バス］ ・「牧之原」バス停下車すぐ","有","https://www.city-kirishima.jp/kirikan/shisetsu/kanko-leisure/026.html"
"51746","篠段温泉（寿湯） （シノンダンオンセン（ジュユ）） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/51746/","","099-478-3778","〒899-8313 鹿児島県曽於郡大崎町野方4936","［夏］8：00～19：00 ［冬］8：00～18：00","1日・10日・20日・21日","有料","国道269号線沿いにあるオレンジ色の大崎ものづくり会館を目印に、篠段寿湯入口の看板の方へ曲がる。その後、看板を頼りにしながら道なりに進む。","有",""
"51500","山川発電所展示室 （ヤマガワハツデンショテンジシツ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/51500/","","0993-35-3326（山川発電所展示室）","鹿児島県指宿市山川小川2303番地","9：00～17：00（入館は16：40まで）","","無料","JR指宿枕崎線「山川駅」から車で10分","普通車10台、大型車3台","https://www.q-mirai.co.jp/renewables/yamagawa/application/"
"50925","えびのエコミュージアムセンター （エビノエコミュージアムセンター） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/50925/","","0984-33-3002","宮崎県えびの市末永1495－5","9：00～17：00","年中無休","入館無料","【車】 ・鹿児島空港ＩＣより約1時間 ・九州自動車道えびのＩＣより約35分、宮崎自動車道小林ＩＣより約25分","有","http://www.ebino-ecomuseum.go.jp/"
"53234","薩摩錫器工芸館 （さつますずきこうげいかん） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/53234/","","0995-45-0177","鹿児島県霧島市国分中央4-18-2","月～土曜：8:00～12:00/13:00～17:30 日曜：9:00～12:00/13:00～17:00","年末年始（12/31～1/3）","［錫皿制作体験］ 3,000円（税別）/人 所要時間：約1時間。当日のお持ち帰りが可能です。 ※体験は当日受付可","［車］ ・鹿児島空港から約15分 ［電車］ ・ＪＲ鹿児島中央駅からＪＲ国分駅まで特急で約40分、国分駅よりタクシーで約5分","有","https://www.satsumasuzuki.co.jp/"
"10478","上甑自然公園キャンプ村（甑島） （カミコシキシゼンコウエンキャンプムラ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10478/","","09969-2-1112（平日：昌和建設 ※土日祝：09969-2-0971（キャンプ場））","鹿児島県薩摩川内市上甑町中甑1407番地","8：00～17：00 ［キャンプ場］ チェックイン13：00 チェックアウト10：00 ※事前にお問い合わせください。","営業期間内無休 ※事前にお問い合わせください。","バンガロー ・4人用：1棟当たり1泊につき4,400円 ・6人用：4,400円 ・12人用：6,200円 台座付テント ・6人用：1張当たり1泊につき2,000円 持込みテント ・1人当たり1泊につき200円 ※事前にお問い合わせください。","里港から車で約25分","普通車100台","https://satsumasendai.gr.jp/spotlist/1702/"
"70346","指宿の海を遊びつくせ！錦江湾で釣り体験 （イブスキノウミヲアソビツクセ！キンコウワンデツリタイケン） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/70346/","","0993-22-2236（土日祝 050-3552-3364）","〒891-0405 鹿児島県指宿市湊四丁目13番27号","9:00～16:00（お問い合わせ・ご予約時間）","なし","関連資料「体験メニュー一覧」をご確認ください","［車］ ・九州自動車道 谷山インター下車、産業道路南入口より約50分 ・指宿スカイライン 谷山インターより約75分 ［電車］ ・JR指宿駅より徒歩約15分","あり","http://www.jfibusuki.com/"
"50398","精矛神社 （クワシホコジンジャ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/50398/","","0995-62-5716","鹿児島県姶良市加治木町日木山311","","","","［車］ ・鹿児島中央駅より約30分","有","https://kuwashihokoshrine.wixsite.com/kuwashihokohome"
"52849","知覧展望台（指宿スカイライン） （チランテンボウダイ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/52849/","","099-213-0231（鹿児島県道路公社 指宿有料道路（指宿スカイライン））","鹿児島県南九州市知覧町郡","","","","","有","http://www.kagoshimaken-dourokousha.or.jp/"
"52840","霧島市こども館（旧国分ハイテク展望所） （キリシマコドモカン（キュウコクブハイテクテンボウジョ）） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/52840/","","0995-46-8485","鹿児島県霧島市国分上野原テクノパーク2-1","9：30～17：00","火曜日（祝日の場合は翌日）","無料","［車］ ・東九州自動車道「国分ＩＣ」から約15分 ・ＪＲ「国分駅」から約20分","有","https://www.erg-techno.com/kirishimakodomokan/"
"53127","ダマスクの風 （だますくのかぜ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/53127/","","0994-46-5627","〒891-2302 鹿児島県鹿屋市小薄町4994-2","","不定休","300円","【車】 ・垂水港から約20分 ・鹿屋市内から約15分 ・大隅縦貫道笠之原ICから約20分","有","https://damask-wind.com/"
"30052","ホテル霧島キャッスル （ホテルキリシマキャッスル） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/30052/","","0995-78-2211","鹿児島県霧島市牧園町高千穂3878-49","［立寄り湯］15：30～19：00","","","［車］ ・九州自動車道・溝辺鹿児島空港ＩＣより約30分 ・鹿児島空港より約30分","有(無料) 無料送迎バス有（宿泊前日までに要予約） ※送迎は2名様から承ります。","https://www.hmi-ryokan.jp/castle/"
"10933","薩摩びーどろ工芸 （さつまびーどろこうげい） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10933/","","0996-58-0141","鹿児島県薩摩郡さつま町永野5665-5","9：00～16：30","12/31～1/2休業 ※この他年数回臨時休業あり","入館・見学は無料","［車］ ・鹿児島空港から国道504号線経由で約25分 ・鹿児島中央駅から九州自動車道・九州自動車道経由で約1時間10分 ［バス・タクシー］ ・鹿児島空港から出水・阿久根・宮之城方面行きバス乗車、「永野」バス停下車後、タクシーで約5分 ・鹿児島中央駅から空港行き高速バス乗車、鹿児島空港から出水・阿久根・宮之城方面行きバス乗車、「永野」バス停下車後、タクシーで約5分 ※永野バス停から工房までは約2km（徒歩約30分）。永野バス停からタクシーをご利用の際、バス停の近くにはお店や休憩する場所が何もないため、空港からバスに乗る前にタクシー会社に連絡することをおすすめします。","有","https://www.satuma-vidro.co.jp/"
"70212","種子島 しんさく農園 たんかん収穫体験 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/70212/","","0997-26-7108","鹿児島県熊毛郡南種子町平山287-3","要問合せ","不定休","5,500円（たんかん5kgプレゼント付き）","［飛行機でお越しの方］種子島空港から車で約30分 ［高速船でお越しの方］西之表港から車で約60分","有","https://shinsakunoen.base.ec/"
"51924","西郷隆盛生誕の地 （サイゴウタカモリセイタンノチ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/51924/","","099-216-1327（鹿児島市観光振興課）","鹿児島県鹿児島市加治屋町","","なし","無料","・ＪＲ鹿児島中央駅から徒歩約10分 ・カゴシマシティビュー維新ふるさと館前バス停から徒歩約1分","なし","https://www.kagoshima-yokanavi.jp/article/meijiishin"
"30047","霧島もみじ谷 静流荘 （キリシマモミジダニ セイリュウソウ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/30047/","","0995-78-2021","鹿児島県霧島市牧園町高千穂3806","","不定休","","［車］ ・九州自動車道・溝辺鹿児島空港ＩＣから約40分","有(無料) 「丸尾のバス停」までの送迎あり","http://www.seiryuso.org/"
"53241","枕崎おだし本舗 かつ市 （マクラザキオダシホンポ カツイチ） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/53241/","","0993-72-2232（かつ市直営店舗 「枕崎おだし本舗 かつ市」）","鹿児島県枕崎市東本町74-1","","","","","","http://www.katsu-ichi.com/"
"10612","高隈山 （たかくまやま） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/10612/","","","鹿児島県鹿屋市・垂水市","","","","九州自動車道・鹿児島溝辺ＩＣから霧島市国分を通って国道220号を南下、垂水市街地まで約80分。鹿児島市（鴨池港）より垂水フェリーで垂水市街（垂水港）まで約35分、垂水港から車で高峠方面へ約15分の垂桜地区から登山口へ。","","http://www.osumi.or.jp/sakata/furusatokaze/furusatokaze2/hasi/takakumaontake.htm"
"11810","手久津久の巨大ガジュマル （テクヅクノキョダイガジュマル） 登録済み 解除する 行きたい","","","https://www.kagoshima-kankou.com/guide/11810/","","0997-65-3683（喜界町役場企画観光課）","鹿児島県大島郡喜界町手久津久57","","","","［車］ ・喜界空港から約15分","有","https://kikaijimanavi.com/sightseeing-spots/healing_spots/1319/"
